Название;ID;Результат;Sprite;Источник наследования;Файл;Найденные модели
Шасси БМП-У;ifv_ukr_bmpy_equipment;Ссылка на отсутствующую entity;RUS_BMP_1_entity;ifv_sov_bmp1_equipment;common/units/equipment/ES_ifv_chassis_ukr_bmpy.txt;[]
light_tank_ifv_ukr_bmpy_equipment;light_tank_ifv_ukr_bmpy_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_ukr_bmpy.txt;[]
sp_aa_ifv_ukr_bmpy_equipment;sp_aa_ifv_ukr_bmpy_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_ukr_bmpy.txt;[]
sp_atgm_ifv_ukr_bmpy_equipment;sp_atgm_ifv_ukr_bmpy_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_ukr_bmpy.txt;[]
arv_ifv_ukr_bmpy_equipment;arv_ifv_ukr_bmpy_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_ukr_bmpy.txt;[]
sp_artillery_ifv_ukr_bmpy_equipment;sp_artillery_ifv_ukr_bmpy_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_ukr_bmpy.txt;[]
sp_mlrs_ifv_ukr_bmpy_equipment;sp_mlrs_ifv_ukr_bmpy_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_ukr_bmpy.txt;[]
Шасси Inguar-7;ifv_ukr_inguar7_equipment;Ссылка на отсутствующую entity;RUS_BMP_1_entity;ifv_sov_bmp1_equipment;common/units/equipment/ES_ifv_chassis_ukr_inguar7.txt;[]
light_tank_ifv_ukr_inguar7_equipment;light_tank_ifv_ukr_inguar7_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_ukr_inguar7.txt;[]
sp_aa_ifv_ukr_inguar7_equipment;sp_aa_ifv_ukr_inguar7_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_ukr_inguar7.txt;[]
sp_atgm_ifv_ukr_inguar7_equipment;sp_atgm_ifv_ukr_inguar7_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_ukr_inguar7.txt;[]
arv_ifv_ukr_inguar7_equipment;arv_ifv_ukr_inguar7_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_ukr_inguar7.txt;[]
sp_artillery_ifv_ukr_inguar7_equipment;sp_artillery_ifv_ukr_inguar7_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_ukr_inguar7.txt;[]
sp_mlrs_ifv_ukr_inguar7_equipment;sp_mlrs_ifv_ukr_inguar7_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_ukr_inguar7.txt;[]
Шасси M2 Bradley;ifv_usa_bradley_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_usa_bradley.txt;[]
ЛТ на базе M2 Bradley;light_tank_ifv_usa_bradley_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_usa_bradley.txt;[]
ЗРК на базе M2 Bradley;sp_aa_ifv_usa_bradley_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_usa_bradley.txt;[]
Мобильный ПТРК на базе M2 Bradley;sp_atgm_ifv_usa_bradley_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_usa_bradley.txt;[]
ИМР на базе M2 Bradley;arv_ifv_usa_bradley_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_usa_bradley.txt;[]
САУ на базе M2 Bradley;sp_artillery_ifv_usa_bradley_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_usa_bradley.txt;[]
РСЗО на базе M2 Bradley;sp_mlrs_ifv_usa_bradley_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_ifv_chassis_usa_bradley.txt;[]
Гражданская машина 1;imv_civil_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_civil_0.txt;[]
ЗРК на базе гражданской машины 1;sp_aa_imv_civil_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_civil_0.txt;[]
Мобильная установка с ПТУР на базе гражданской машины 1;sp_atgm_imv_civil_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_civil_0.txt;[]
САУ на базе гражданской машины 1;sp_artillery_imv_civil_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_civil_0.txt;[]
РСЗО на базе гражданской машины 1;sp_mlrs_imv_civil_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_civil_0.txt;[]
ТОС на базе гражданской машины 1;sp_tos_imv_civil_0_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_civil_0.txt;[]
Гражданская машина 2;imv_civil_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_civil_1.txt;[]
ЗРК на базе гражданской машины 2;sp_aa_imv_civil_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_civil_1.txt;[]
Мобильная установка с ПТУР на базе гражданской машины 2;sp_atgm_imv_civil_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_civil_1.txt;[]
САУ на базе гражданской машины 2;sp_artillery_imv_civil_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_civil_1.txt;[]
РСЗО на базе гражданской машины 2;sp_mlrs_imv_civil_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_civil_1.txt;[]
ТОС на базе гражданской машины 2;sp_tos_imv_civil_1_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_civil_1.txt;[]
Гражданская машина 3;imv_civil_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_civil_2.txt;[]
ЗРК на базе гражданской машины 3;sp_aa_imv_civil_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_civil_2.txt;[]
Мобильная установка с ПТУР на базе гражданской машины 3;sp_atgm_imv_civil_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_civil_2.txt;[]
САУ на базе гражданской машины 3;sp_artillery_imv_civil_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_civil_2.txt;[]
РСЗО на базе гражданской машины 3;sp_mlrs_imv_civil_2_equipment;"Отдельная привязка техники не найдена; возможна общая модель батальона";;;common/units/equipment/ES_imv_chassis_civil_2.txt;[]
